id,model,name,pos_x,pos_y,lv,height,width,search_group,quality
int,string,string,int,int,int,int,int,string,int
1131,E_diguo_jianzhu,No. {0},26,690,1,2,2,10001|10002|10003,1
1132,E_diguo_jianzhu,No. {0},460,698,1,2,2,10001|10002|10003,1
1133,E_diguo_jianzhu,No. {0},18,814,1,2,2,10001|10002|10003,1
1134,E_diguo_jianzhu,No. {0},464,816,1,2,2,10001|10002|10003,1
1135,E_diguo_jianzhu,No. {0},14,956,1,2,2,10001|10002|10003,1
1136,E_diguo_jianzhu,No. {0},84,948,1,2,2,10001|10002|10003,1
1137,E_diguo_jianzhu,No. {0},136,946,1,2,2,10001|10002|10003,1
1138,E_diguo_jianzhu,No. {0},328,936,1,2,2,10001|10002|10003,1
1139,E_diguo_jianzhu,No. {0},392,950,1,2,2,10001|10002|10003,1
1140,E_diguo_jianzhu,No. {0},462,938,1,2,2,10001|10002|10003,1
1201,E_diguo_jianzhu,No. {0},28,78,2,2,2,10004|10005|10006,1
1202,E_diguo_jianzhu,No. {0},82,78,2,2,2,10004|10005|10006,1
1203,E_diguo_jianzhu,No. {0},152,90,2,2,2,10004|10005|10006,1
1204,E_diguo_jianzhu,No. {0},342,82,2,2,2,10004|10005|10006,1
1205,E_diguo_jianzhu,No. {0},394,92,2,2,2,10004|10005|10006,1
1206,E_diguo_jianzhu,No. {0},476,70,2,2,2,10004|10005|10006,1
1207,E_diguo_jianzhu,No. {0},14,204,2,2,2,10004|10005|10006,1
1208,E_diguo_jianzhu,No. {0},476,200,2,2,2,10004|10005|10006,1
1209,E_diguo_jianzhu,No. {0},28,334,2,2,2,10004|10005|10006,1
1210,E_diguo_jianzhu,No. {0},470,342,2,2,2,10004|10005|10006,1
1211,E_diguo_jianzhu,No. {0},6,732,2,2,2,10004|10005|10006,1
1212,E_diguo_jianzhu,No. {0},474,708,2,2,2,10004|10005|10006,1
1213,E_diguo_jianzhu,No. {0},12,842,2,2,2,10004|10005|10006,1
1214,E_diguo_jianzhu,No. {0},472,858,2,2,2,10004|10005|10006,1
1215,E_diguo_jianzhu,No. {0},8,988,2,2,2,10004|10005|10006,1
1216,E_diguo_jianzhu,No. {0},74,970,2,2,2,10004|10005|10006,1
1217,E_diguo_jianzhu,No. {0},134,986,2,2,2,10004|10005|10006,1
1218,E_diguo_jianzhu,No. {0},344,970,2,2,2,10004|10005|10006,1
1219,E_diguo_jianzhu,No. {0},406,972,2,2,2,10004|10005|10006,1
1220,E_diguo_jianzhu,No. {0},466,986,2,2,2,10004|10005|10006,1
1221,E_diguo_jianzhu,No. {0},18,116,2,2,2,10004|10005|10006,1
1222,E_diguo_jianzhu,No. {0},74,110,2,2,2,10004|10005|10006,1
1223,E_diguo_jianzhu,No. {0},136,114,2,2,2,10004|10005|10006,1
1224,E_diguo_jianzhu,No. {0},338,112,2,2,2,10004|10005|10006,1
1225,E_diguo_jianzhu,No. {0},410,118,2,2,2,10004|10005|10006,1
1226,E_diguo_jianzhu,No. {0},474,116,2,2,2,10004|10005|10006,1
1227,E_diguo_jianzhu,No. {0},24,238,2,2,2,10004|10005|10006,1
1228,E_diguo_jianzhu,No. {0},468,250,2,2,2,10004|10005|10006,1
1229,E_diguo_jianzhu,No. {0},10,366,2,2,2,10004|10005|10006,1
1230,E_diguo_jianzhu,No. {0},474,368,2,2,2,10004|10005|10006,1
1231,E_diguo_jianzhu,No. {0},20,758,2,2,2,10004|10005|10006,1
1232,E_diguo_jianzhu,No. {0},458,756,2,2,2,10004|10005|10006,1
1233,E_diguo_jianzhu,No. {0},8,872,2,2,2,10004|10005|10006,1
1234,E_diguo_jianzhu,No. {0},464,882,2,2,2,10004|10005|10006,1
1235,E_diguo_jianzhu,No. {0},12,1006,2,2,2,10004|10005|10006,1
1236,E_diguo_jianzhu,No. {0},76,1016,2,2,2,10004|10005|10006,1
1237,E_diguo_jianzhu,No. {0},136,1016,2,2,2,10004|10005|10006,1
1238,E_diguo_jianzhu,No. {0},340,1018,2,2,2,10004|10005|10006,1
1239,E_diguo_jianzhu,No. {0},406,1000,2,2,2,10004|10005|10006,1
1240,E_diguo_jianzhu,No. {0},464,998,2,2,2,10004|10005|10006,1
1301,E_diguo_jianzhu,No. {0},38,18,3,2,2,10007|10008|10009,1
1302,E_diguo_jianzhu,No. {0},116,20,3,2,2,10007|10008|10009,1
1303,E_diguo_jianzhu,No. {0},166,22,3,2,2,10007|10008|10009,1
1304,E_diguo_jianzhu,No. {0},362,22,3,2,2,10007|10008|10009,1
1305,E_diguo_jianzhu,No. {0},442,10,3,2,2,10007|10008|10009,1
1306,E_diguo_jianzhu,No. {0},494,18,3,2,2,10007|10008|10009,1
1307,E_diguo_jianzhu,No. {0},40,146,3,2,2,10007|10008|10009,1
1308,E_diguo_jianzhu,No. {0},490,138,3,2,2,10007|10008|10009,1
1309,E_diguo_jianzhu,No. {0},42,284,3,2,2,10007|10008|10009,1
1310,E_diguo_jianzhu,No. {0},488,270,3,2,2,10007|10008|10009,1
1311,E_diguo_jianzhu,No. {0},50,666,3,2,2,10007|10008|10009,1
1312,E_diguo_jianzhu,No. {0},498,652,3,2,2,10007|10008|10009,1
1313,E_diguo_jianzhu,No. {0},56,780,3,2,2,10007|10008|10009,1
1314,E_diguo_jianzhu,No. {0},488,780,3,2,2,10007|10008|10009,1
1315,E_diguo_jianzhu,No. {0},40,900,3,2,2,10007|10008|10009,1
1316,E_diguo_jianzhu,No. {0},112,916,3,2,2,10007|10008|10009,1
1317,E_diguo_jianzhu,No. {0},186,910,3,2,2,10007|10008|10009,1
1318,E_diguo_jianzhu,No. {0},378,910,3,2,2,10007|10008|10009,1
1319,E_diguo_jianzhu,No. {0},436,904,3,2,2,10007|10008|10009,1
1320,E_diguo_jianzhu,No. {0},500,914,3,2,2,10007|10008|10009,1
1321,E_diguo_jianzhu,No. {0},40,38,3,2,2,10007|10008|10009,1
1322,E_diguo_jianzhu,No. {0},114,54,3,2,2,10007|10008|10009,1
1323,E_diguo_jianzhu,No. {0},186,38,3,2,2,10007|10008|10009,1
1324,E_diguo_jianzhu,No. {0},378,48,3,2,2,10007|10008|10009,1
1325,E_diguo_jianzhu,No. {0},438,40,3,2,2,10007|10008|10009,1
1326,E_diguo_jianzhu,No. {0},488,46,3,2,2,10007|10008|10009,1
1327,E_diguo_jianzhu,No. {0},58,168,3,2,2,10007|10008|10009,1
1328,E_diguo_jianzhu,No. {0},506,176,3,2,2,10007|10008|10009,1
1329,E_diguo_jianzhu,No. {0},38,312,3,2,2,10007|10008|10009,1
1330,E_diguo_jianzhu,No. {0},490,294,3,2,2,10007|10008|10009,1
1331,E_diguo_jianzhu,No. {0},52,692,3,2,2,10007|10008|10009,1
1332,E_diguo_jianzhu,No. {0},506,676,3,2,2,10007|10008|10009,1
1333,E_diguo_jianzhu,No. {0},36,814,3,2,2,10007|10008|10009,1
1334,E_diguo_jianzhu,No. {0},500,808,3,2,2,10007|10008|10009,1
1335,E_diguo_jianzhu,No. {0},48,940,3,2,2,10007|10008|10009,1
1336,E_diguo_jianzhu,No. {0},102,946,3,2,2,10007|10008|10009,1
1337,E_diguo_jianzhu,No. {0},186,938,3,2,2,10007|10008|10009,1
1338,E_diguo_jianzhu,No. {0},372,950,3,2,2,10007|10008|10009,1
1339,E_diguo_jianzhu,No. {0},422,944,3,2,2,10007|10008|10009,1
1340,E_diguo_jianzhu,No. {0},496,936,3,2,2,10007|10008|10009,1
1401,E_diguo_jianzhu,No. {0},42,74,4,2,2,10010|10011|10012,1
1402,E_diguo_jianzhu,No. {0},106,86,4,2,2,10010|10011|10012,1
1403,E_diguo_jianzhu,No. {0},174,70,4,2,2,10010|10011|10012,1
1404,E_diguo_jianzhu,No. {0},358,84,4,2,2,10010|10011|10012,1
1405,E_diguo_jianzhu,No. {0},430,90,4,2,2,10010|10011|10012,1
1406,E_diguo_jianzhu,No. {0},500,90,4,2,2,10010|10011|10012,1
1407,E_diguo_jianzhu,No. {0},46,200,4,2,2,10010|10011|10012,1
1408,E_diguo_jianzhu,No. {0},494,210,4,2,2,10010|10011|10012,1
1409,E_diguo_jianzhu,No. {0},44,336,4,2,2,10010|10011|10012,1
1410,E_diguo_jianzhu,No. {0},484,344,4,2,2,10010|10011|10012,1
1411,E_diguo_jianzhu,No. {0},52,716,4,2,2,10010|10011|10012,1
1412,E_diguo_jianzhu,No. {0},500,710,4,2,2,10010|10011|10012,1
1413,E_diguo_jianzhu,No. {0},58,838,4,2,2,10010|10011|10012,1
1414,E_diguo_jianzhu,No. {0},488,850,4,2,2,10010|10011|10012,1
1415,E_diguo_jianzhu,No. {0},44,966,4,2,2,10010|10011|10012,1
1416,E_diguo_jianzhu,No. {0},112,966,4,2,2,10010|10011|10012,1
1417,E_diguo_jianzhu,No. {0},170,968,4,2,2,10010|10011|10012,1
1418,E_diguo_jianzhu,No. {0},362,986,4,2,2,10010|10011|10012,1
1419,E_diguo_jianzhu,No. {0},430,984,4,2,2,10010|10011|10012,1
1420,E_diguo_jianzhu,No. {0},498,966,4,2,2,10010|10011|10012,1
1421,E_diguo_jianzhu,No. {0},52,114,4,2,2,10010|10011|10012,1
1422,E_diguo_jianzhu,No. {0},104,122,4,2,2,10010|10011|10012,1
1423,E_diguo_jianzhu,No. {0},168,106,4,2,2,10010|10011|10012,1
1424,E_diguo_jianzhu,No. {0},358,114,4,2,2,10010|10011|10012,1
1425,E_diguo_jianzhu,No. {0},424,110,4,2,2,10010|10011|10012,1
1426,E_diguo_jianzhu,No. {0},504,114,4,2,2,10010|10011|10012,1
1427,E_diguo_jianzhu,No. {0},40,250,4,2,2,10010|10011|10012,1
1428,E_diguo_jianzhu,No. {0},504,230,4,2,2,10010|10011|10012,1
1429,E_diguo_jianzhu,No. {0},50,370,4,2,2,10010|10011|10012,1
1430,E_diguo_jianzhu,No. {0},506,378,4,2,2,10010|10011|10012,1
1431,E_diguo_jianzhu,No. {0},56,750,4,2,2,10010|10011|10012,1
1432,E_diguo_jianzhu,No. {0},498,750,4,2,2,10010|10011|10012,1
1433,E_diguo_jianzhu,No. {0},44,876,4,2,2,10010|10011|10012,1
1434,E_diguo_jianzhu,No. {0},498,892,4,2,2,10010|10011|10012,1
1435,E_diguo_jianzhu,No. {0},56,1008,4,2,2,10010|10011|10012,1
1436,E_diguo_jianzhu,No. {0},100,1004,4,2,2,10010|10011|10012,1
1437,E_diguo_jianzhu,No. {0},168,1016,4,2,2,10010|10011|10012,1
1438,E_diguo_jianzhu,No. {0},360,998,4,2,2,10010|10011|10012,1
1439,E_diguo_jianzhu,No. {0},440,998,4,2,2,10010|10011|10012,1
1440,E_diguo_jianzhu,No. {0},500,1014,4,2,2,10010|10011|10012,1
1501,E_diguo_jianzhu,No. {0},208,26,5,2,2,10013|10014|10015,1
1502,E_diguo_jianzhu,No. {0},268,24,5,2,2,10013|10014|10015,1
1503,E_diguo_jianzhu,No. {0},80,150,5,2,2,10013|10014|10015,1
1504,E_diguo_jianzhu,No. {0},212,154,5,2,2,10013|10014|10015,1
1505,E_diguo_jianzhu,No. {0},278,134,5,2,2,10013|10014|10015,1
1506,E_diguo_jianzhu,No. {0},392,144,5,2,2,10013|10014|10015,1
1507,E_diguo_jianzhu,No. {0},24,388,5,2,2,10013|10014|10015,1
1508,E_diguo_jianzhu,No. {0},78,398,5,2,2,10013|10014|10015,1
1509,E_diguo_jianzhu,No. {0},392,392,5,2,2,10013|10014|10015,1
1510,E_diguo_jianzhu,No. {0},460,396,5,2,2,10013|10014|10015,1
1511,E_diguo_jianzhu,No. {0},24,548,5,2,2,10013|10014|10015,1
1512,E_diguo_jianzhu,No. {0},88,544,5,2,2,10013|10014|10015,1
1513,E_diguo_jianzhu,No. {0},396,530,5,2,2,10013|10014|10015,1
1514,E_diguo_jianzhu,No. {0},460,528,5,2,2,10013|10014|10015,1
1515,E_diguo_jianzhu,No. {0},92,798,5,2,2,10013|10014|10015,1
1516,E_diguo_jianzhu,No. {0},204,800,5,2,2,10013|10014|10015,1
1517,E_diguo_jianzhu,No. {0},278,800,5,2,2,10013|10014|10015,1
1518,E_diguo_jianzhu,No. {0},402,802,5,2,2,10013|10014|10015,1
1519,E_diguo_jianzhu,No. {0},196,928,5,2,2,10013|10014|10015,1
1520,E_diguo_jianzhu,No. {0},270,902,5,2,2,10013|10014|10015,1
1521,E_diguo_jianzhu,No. {0},206,48,5,2,2,10013|10014|10015,1
1522,E_diguo_jianzhu,No. {0},282,54,5,2,2,10013|10014|10015,1
1523,E_diguo_jianzhu,No. {0},78,206,5,2,2,10013|10014|10015,1
1524,E_diguo_jianzhu,No. {0},208,184,5,2,2,10013|10014|10015,1
1525,E_diguo_jianzhu,No. {0},282,200,5,2,2,10013|10014|10015,1
1526,E_diguo_jianzhu,No. {0},404,180,5,2,2,10013|10014|10015,1
1527,E_diguo_jianzhu,No. {0},12,430,5,2,2,10013|10014|10015,1
1528,E_diguo_jianzhu,No. {0},78,438,5,2,2,10013|10014|10015,1
1529,E_diguo_jianzhu,No. {0},396,448,5,2,2,10013|10014|10015,1
1530,E_diguo_jianzhu,No. {0},458,440,5,2,2,10013|10014|10015,1
1531,E_diguo_jianzhu,No. {0},10,580,5,2,2,10013|10014|10015,1
1532,E_diguo_jianzhu,No. {0},82,584,5,2,2,10013|10014|10015,1
1533,E_diguo_jianzhu,No. {0},400,580,5,2,2,10013|10014|10015,1
1534,E_diguo_jianzhu,No. {0},470,578,5,2,2,10013|10014|10015,1
1535,E_diguo_jianzhu,No. {0},76,834,5,2,2,10013|10014|10015,1
1536,E_diguo_jianzhu,No. {0},198,818,5,2,2,10013|10014|10015,1
1537,E_diguo_jianzhu,No. {0},270,838,5,2,2,10013|10014|10015,1
1538,E_diguo_jianzhu,No. {0},400,824,5,2,2,10013|10014|10015,1
1539,E_diguo_jianzhu,No. {0},216,974,5,2,2,10013|10014|10015,1
1540,E_diguo_jianzhu,No. {0},264,956,5,2,2,10013|10014|10015,1
1601,E_diguo_jianzhu,No. {0},218,88,6,2,2,10016|10017|10018,1
1602,E_diguo_jianzhu,No. {0},274,112,6,2,2,10016|10017|10018,1
1603,E_diguo_jianzhu,No. {0},90,238,6,2,2,10016|10017|10018,1
1604,E_diguo_jianzhu,No. {0},216,238,6,2,2,10016|10017|10018,1
1605,E_diguo_jianzhu,No. {0},270,238,6,2,2,10016|10017|10018,1
1606,E_diguo_jianzhu,No. {0},408,248,6,2,2,10016|10017|10018,1
1607,E_diguo_jianzhu,No. {0},8,482,6,2,2,10016|10017|10018,1
1608,E_diguo_jianzhu,No. {0},92,500,6,2,2,10016|10017|10018,1
1609,E_diguo_jianzhu,No. {0},404,476,6,2,2,10016|10017|10018,1
1610,E_diguo_jianzhu,No. {0},462,488,6,2,2,10016|10017|10018,1
1611,E_diguo_jianzhu,No. {0},4,622,6,2,2,10016|10017|10018,1
1612,E_diguo_jianzhu,No. {0},86,616,6,2,2,10016|10017|10018,1
1613,E_diguo_jianzhu,No. {0},400,626,6,2,2,10016|10017|10018,1
1614,E_diguo_jianzhu,No. {0},472,604,6,2,2,10016|10017|10018,1
1615,E_diguo_jianzhu,No. {0},78,884,6,2,2,10016|10017|10018,1
1616,E_diguo_jianzhu,No. {0},214,880,6,2,2,10016|10017|10018,1
1617,E_diguo_jianzhu,No. {0},276,864,6,2,2,10016|10017|10018,1
1618,E_diguo_jianzhu,No. {0},410,874,6,2,2,10016|10017|10018,1
1619,E_diguo_jianzhu,No. {0},206,992,6,2,2,10016|10017|10018,1
1620,E_diguo_jianzhu,No. {0},268,998,6,2,2,10016|10017|10018,1
1621,E_diguo_jianzhu,No. {0},230,22,6,2,2,10016|10017|10018,1
1622,E_diguo_jianzhu,No. {0},304,20,6,2,2,10016|10017|10018,1
1623,E_diguo_jianzhu,No. {0},104,160,6,2,2,10016|10017|10018,1
1624,E_diguo_jianzhu,No. {0},234,142,6,2,2,10016|10017|10018,1
1625,E_diguo_jianzhu,No. {0},298,144,6,2,2,10016|10017|10018,1
1626,E_diguo_jianzhu,No. {0},442,138,6,2,2,10016|10017|10018,1
1627,E_diguo_jianzhu,No. {0},60,408,6,2,2,10016|10017|10018,1
1628,E_diguo_jianzhu,No. {0},108,390,6,2,2,10016|10017|10018,1
1629,E_diguo_jianzhu,No. {0},428,420,6,2,2,10016|10017|10018,1
1630,E_diguo_jianzhu,No. {0},490,402,6,2,2,10016|10017|10018,1
1631,E_diguo_jianzhu,No. {0},56,526,6,2,2,10016|10017|10018,1
1632,E_diguo_jianzhu,No. {0},112,542,6,2,2,10016|10017|10018,1
1633,E_diguo_jianzhu,No. {0},444,516,6,2,2,10016|10017|10018,1
1634,E_diguo_jianzhu,No. {0},504,524,6,2,2,10016|10017|10018,1
1635,E_diguo_jianzhu,No. {0},104,784,6,2,2,10016|10017|10018,1
1636,E_diguo_jianzhu,No. {0},232,802,6,2,2,10016|10017|10018,1
1637,E_diguo_jianzhu,No. {0},304,782,6,2,2,10016|10017|10018,1
1638,E_diguo_jianzhu,No. {0},440,786,6,2,2,10016|10017|10018,1
1639,E_diguo_jianzhu,No. {0},234,922,6,2,2,10016|10017|10018,1
1640,E_diguo_jianzhu,No. {0},294,912,6,2,2,10016|10017|10018,1
1701,E_diguo_jianzhu,No. {0},248,72,7,2,2,10019|10020|10021,1
1702,E_diguo_jianzhu,No. {0},312,54,7,2,2,10019|10020|10021,1
1703,E_diguo_jianzhu,No. {0},116,186,7,2,2,10019|10020|10021,1
1704,E_diguo_jianzhu,No. {0},236,194,7,2,2,10019|10020|10021,1
1705,E_diguo_jianzhu,No. {0},308,194,7,2,2,10019|10020|10021,1
1706,E_diguo_jianzhu,No. {0},434,206,7,2,2,10019|10020|10021,1
1707,E_diguo_jianzhu,No. {0},42,438,7,2,2,10019|10020|10021,1
1708,E_diguo_jianzhu,No. {0},106,456,7,2,2,10019|10020|10021,1
1709,E_diguo_jianzhu,No. {0},442,436,7,2,2,10019|10020|10021,1
1710,E_diguo_jianzhu,No. {0},500,434,7,2,2,10019|10020|10021,1
1711,E_diguo_jianzhu,No. {0},42,580,7,2,2,10019|10020|10021,1
1712,E_diguo_jianzhu,No. {0},118,562,7,2,2,10019|10020|10021,1
1713,E_diguo_jianzhu,No. {0},438,582,7,2,2,10019|10020|10021,1
1714,E_diguo_jianzhu,No. {0},484,576,7,2,2,10019|10020|10021,1
1715,E_diguo_jianzhu,No. {0},112,818,7,2,2,10019|10020|10021,1
1716,E_diguo_jianzhu,No. {0},232,842,7,2,2,10019|10020|10021,1
1717,E_diguo_jianzhu,No. {0},308,838,7,2,2,10019|10020|10021,1
1718,E_diguo_jianzhu,No. {0},430,818,7,2,2,10019|10020|10021,1
1719,E_diguo_jianzhu,No. {0},238,962,7,2,2,10019|10020|10021,1
1720,E_diguo_jianzhu,No. {0},314,944,7,2,2,10019|10020|10021,1
1721,E_diguo_jianzhu,No. {0},236,106,7,2,2,10019|10020|10021,1
1722,E_diguo_jianzhu,No. {0},308,92,7,2,2,10019|10020|10021,1
1723,E_diguo_jianzhu,No. {0},112,230,7,2,2,10019|10020|10021,1
1724,E_diguo_jianzhu,No. {0},244,244,7,2,2,10019|10020|10021,1
1725,E_diguo_jianzhu,No. {0},306,226,7,2,2,10019|10020|10021,1
1726,E_diguo_jianzhu,No. {0},430,232,7,2,2,10019|10020|10021,1
1727,E_diguo_jianzhu,No. {0},50,504,7,2,2,10019|10020|10021,1
1728,E_diguo_jianzhu,No. {0},122,500,7,2,2,10019|10020|10021,1
1729,E_diguo_jianzhu,No. {0},430,482,7,2,2,10019|10020|10021,1
1730,E_diguo_jianzhu,No. {0},502,498,7,2,2,10019|10020|10021,1
1731,E_diguo_jianzhu,No. {0},58,614,7,2,2,10019|10020|10021,1
1732,E_diguo_jianzhu,No. {0},114,610,7,2,2,10019|10020|10021,1
1733,E_diguo_jianzhu,No. {0},428,626,7,2,2,10019|10020|10021,1
1734,E_diguo_jianzhu,No. {0},506,602,7,2,2,10019|10020|10021,1
1735,E_diguo_jianzhu,No. {0},104,862,7,2,2,10019|10020|10021,1
1736,E_diguo_jianzhu,No. {0},248,866,7,2,2,10019|10020|10021,1
1737,E_diguo_jianzhu,No. {0},308,864,7,2,2,10019|10020|10021,1
1738,E_diguo_jianzhu,No. {0},422,876,7,2,2,10019|10020|10021,1
1739,E_diguo_jianzhu,No. {0},236,1010,7,2,2,10019|10020|10021,1
1740,E_diguo_jianzhu,No. {0},304,984,7,2,2,10019|10020|10021,1
1801,E_diguo_jianzhu,No. {0},142,140,8,2,2,10022|10023|10024,2
1802,E_diguo_jianzhu,No. {0},336,144,8,2,2,10022|10023|10024,2
1803,E_diguo_jianzhu,No. {0},76,276,8,2,2,10022|10023|10024,2
1804,E_diguo_jianzhu,No. {0},144,292,8,2,2,10022|10023|10024,2
1805,E_diguo_jianzhu,No. {0},324,266,8,2,2,10022|10023|10024,2
1806,E_diguo_jianzhu,No. {0},402,278,8,2,2,10022|10023|10024,2
1807,E_diguo_jianzhu,No. {0},82,652,8,2,2,10022|10023|10024,2
1808,E_diguo_jianzhu,No. {0},146,652,8,2,2,10022|10023|10024,2
1809,E_diguo_jianzhu,No. {0},330,670,8,2,2,10022|10023|10024,2
1810,E_diguo_jianzhu,No. {0},390,660,8,2,2,10022|10023|10024,2
1811,E_diguo_jianzhu,No. {0},140,780,8,2,2,10022|10023|10024,2
1812,E_diguo_jianzhu,No. {0},336,804,8,2,2,10022|10023|10024,2
1813,E_diguo_jianzhu,No. {0},136,186,8,2,2,10022|10023|10024,2
1814,E_diguo_jianzhu,No. {0},330,178,8,2,2,10022|10023|10024,2
1815,E_diguo_jianzhu,No. {0},80,310,8,2,2,10022|10023|10024,2
1816,E_diguo_jianzhu,No. {0},136,318,8,2,2,10022|10023|10024,2
1817,E_diguo_jianzhu,No. {0},326,306,8,2,2,10022|10023|10024,2
1818,E_diguo_jianzhu,No. {0},398,310,8,2,2,10022|10023|10024,2
1819,E_diguo_jianzhu,No. {0},70,698,8,2,2,10022|10023|10024,2
1820,E_diguo_jianzhu,No. {0},138,698,8,2,2,10022|10023|10024,2
1821,E_diguo_jianzhu,No. {0},326,704,8,2,2,10022|10023|10024,2
1822,E_diguo_jianzhu,No. {0},388,692,8,2,2,10022|10023|10024,2
1823,E_diguo_jianzhu,No. {0},136,836,8,2,2,10022|10023|10024,2
1824,E_diguo_jianzhu,No. {0},332,828,8,2,2,10022|10023|10024,2
1825,E_diguo_jianzhu,No. {0},140,230,8,2,2,10022|10023|10024,2
1826,E_diguo_jianzhu,No. {0},328,226,8,2,2,10022|10023|10024,2
1827,E_diguo_jianzhu,No. {0},72,376,8,2,2,10022|10023|10024,2
1828,E_diguo_jianzhu,No. {0},134,372,8,2,2,10022|10023|10024,2
1829,E_diguo_jianzhu,No. {0},326,374,8,2,2,10022|10023|10024,2
1830,E_diguo_jianzhu,No. {0},400,352,8,2,2,10022|10023|10024,2
1831,E_diguo_jianzhu,No. {0},70,732,8,2,2,10022|10023|10024,2
1832,E_diguo_jianzhu,No. {0},144,748,8,2,2,10022|10023|10024,2
1833,E_diguo_jianzhu,No. {0},334,734,8,2,2,10022|10023|10024,2
1834,E_diguo_jianzhu,No. {0},394,750,8,2,2,10022|10023|10024,2
1835,E_diguo_jianzhu,No. {0},132,860,8,2,2,10022|10023|10024,2
1836,E_diguo_jianzhu,No. {0},326,888,8,2,2,10022|10023|10024,2
1901,E_diguo_jianzhu,No. {0},154,156,9,2,2,10025|10026|10027,2
1902,E_diguo_jianzhu,No. {0},354,152,9,2,2,10025|10026|10027,2
1903,E_diguo_jianzhu,No. {0},98,276,9,2,2,10025|10026|10027,2
1904,E_diguo_jianzhu,No. {0},156,276,9,2,2,10025|10026|10027,2
1905,E_diguo_jianzhu,No. {0},360,266,9,2,2,10025|10026|10027,2
1906,E_diguo_jianzhu,No. {0},420,274,9,2,2,10025|10026|10027,2
1907,E_diguo_jianzhu,No. {0},94,658,9,2,2,10025|10026|10027,2
1908,E_diguo_jianzhu,No. {0},160,672,9,2,2,10025|10026|10027,2
1909,E_diguo_jianzhu,No. {0},354,656,9,2,2,10025|10026|10027,2
1910,E_diguo_jianzhu,No. {0},414,644,9,2,2,10025|10026|10027,2
1911,E_diguo_jianzhu,No. {0},162,788,9,2,2,10025|10026|10027,2
1912,E_diguo_jianzhu,No. {0},348,796,9,2,2,10025|10026|10027,2
1913,E_diguo_jianzhu,No. {0},154,198,9,2,2,10025|10026|10027,2
1914,E_diguo_jianzhu,No. {0},358,188,9,2,2,10025|10026|10027,2
1915,E_diguo_jianzhu,No. {0},98,326,9,2,2,10025|10026|10027,2
1916,E_diguo_jianzhu,No. {0},156,332,9,2,2,10025|10026|10027,2
1917,E_diguo_jianzhu,No. {0},352,320,9,2,2,10025|10026|10027,2
1918,E_diguo_jianzhu,No. {0},410,320,9,2,2,10025|10026|10027,2
1919,E_diguo_jianzhu,No. {0},104,704,9,2,2,10025|10026|10027,2
1920,E_diguo_jianzhu,No. {0},164,708,9,2,2,10025|10026|10027,2
1921,E_diguo_jianzhu,No. {0},356,694,9,2,2,10025|10026|10027,2
1922,E_diguo_jianzhu,No. {0},416,716,9,2,2,10025|10026|10027,2
